Parcel_ID,Date,Depot_ID,Vehicle_Type,Service_Level,Weight_kg,Distance_km,Delivery_Status,Customer_Satisfaction_Score,CO2_Emissions_kg
PNL00004038,2025-01-19,D006,Cargo Bike,Next Day,27.22,22.8,Delayed,2,0.0
PNL00004039,2025-02-15,D002,Cargo Bike,International,17.76,26.6,Delivered,2,0.0
PNL00004040,2025-01-28,D001,Large Truck,Standard,22.17,41.3,Delivered,5,35.105
PNL00004041,2025-03-09,D007,Electric Van,International,1.04,3.3,Delivered,4,0.0
PNL00004042,2025-01-15,D001,Cargo Bike,Next Day,9.53,36.5,Delivered,2,0.0
PNL00004043,2025-02-06,D003,Diesel Van,Standard,8.1,18.8,Delivered,5,2.82
PNL00004044,2025-01-01,D004,Diesel Van,Next Day,28.49,34.0,Delivered,10,5.1
PNL00004045,2025-03-08,D001,Diesel Van,International,5.64,42.8,Delivered,9,6.419999999999999
PNL00004046,2025-01-24,D003,Large Truck,Next Day,21.24,15.2,Delivered,8,12.92
PNL00004047,2025-01-27,D005,Cargo Bike,International,1.38,5.9,Delivered,9,0.0
PNL00004048,2025-02-09,D003,Large Truck,International,6.01,12.0,Delivered,9,10.2
PNL00004049,2025-03-04,D007,Cargo Bike,Standard,10.22,11.5,Delivered,8,0.0
PNL00004050,2025-03-02,D003,Large Truck,Standard,23.86,33.9,Failed-Address,9,28.814999999999998
PNL00004051,2025-02-05,D007,Cargo Bike,Next Day,23.72,4.7,Delivered,4,0.0
PNL00004052,2025-01-24,D003,Diesel Van,International,28.58,4.2,Delivered,8,0.63
PNL00004053,2025-01-24,D002,Electric Van,International,27.51,31.8,Delivered,2,0.0
PNL00004054,2025-01-04,D003,Diesel Van,Standard,2.54,25.9,Delivered,9,3.885
PNL00004055,2025-03-08,D006,Electric Van,Standard,24.91,20.0,Delivered,9,0.0
PNL00004056,2025-02-03,D003,Diesel Van,Standard,13.59,26.7,Delivered,3,4.005
PNL00004057,2025-02-26,D002,Diesel Van,Standard,25.99,33.6,Delivered,6,5.04
PNL00004058,2025-02-18,D002,Diesel Van,Next Day,2.77,6.4,Delivered,7,0.96
PNL00004059,2025-03-28,D005,Large Truck,Next Day,24.7,25.8,Delivered,3,21.93
PNL00004060,2025-02-22,D007,Large Truck,Next Day,4.87,37.4,Delivered,5,31.79
PNL00004061,2025-01-23,D004,Electric Van,Next Day,10.08,17.6,Delayed,1,0.0
PNL00004062,2025-03-10,D001,Diesel Van,Standard,0.96,34.8,Delivered,3,5.22
PNL00004063,2025-02-22,D001,Diesel Van,Next Day,3.8,38.4,Delivered,8,5.76
PNL00004064,2025-03-03,D003,Diesel Van,Next Day,13.43,37.3,Delivered,3,5.595
PNL00004065,2025-02-10,D005,Cargo Bike,Next Day,24.57,30.0,Delivered,8,0.0
PNL00004066,2025-02-26,D003,Diesel Van,Standard,23.23,32.8,Delivered,9,4.919999999999999
PNL00004067,2025-03-01,D001,Diesel Van,International,7.14,35.9,Delivered,6,5.385
PNL00004068,2025-02-23,D007,Cargo Bike,Standard,4.64,33.5,Delivered,7,0.0
PNL00004069,2025-03-11,D007,Cargo Bike,International,11.74,21.4,Delivered,6,0.0
PNL00004070,2025-02-26,D007,Electric Van,International,26.51,8.8,Delivered,8,0.0
PNL00004071,2025-01-10,D002,Cargo Bike,Next Day,2.83,15.3,Delivered,7,0.0
PNL00004072,2025-02-09,D004,Diesel Van,Next Day,16.33,10.9,Delayed,10,1.635
PNL00004073,2025-01-07,D005,Electric Van,Next Day,2.76,17.5,Delivered,1,0.0
PNL00004074,2025-02-07,D002,Electric Van,Standard,14.16,23.0,Delivered,3,0.0
PNL00004075,2025-03-26,D004,Diesel Van,Standard,3.89,43.2,Delivered,3,6.48
PNL00004076,2025-03-02,D005,Diesel Van,Next Day,2.5,43.3,Delivered,3,6.494999999999999
PNL00004077,2025-03-25,D005,Electric Van,Standard,5.81,35.1,Delivered,4,0.0
PNL00004078,2025-01-03,D001,Diesel Van,Standard,7.73,44.1,Delivered,1,6.615
PNL00004079,2025-02-20,D002,Cargo Bike,International,8.36,44.9,Delivered,2,0.0
PNL00004080,2025-03-27,D005,Electric Van,Standard,19.39,40.1,Delivered,5,0.0
PNL00004081,2025-02-16,D006,Electric Van,International,1.74,5.4,Delivered,6,0.0
PNL00004082,2025-03-09,D007,Cargo Bike,Next Day,2.52,20.3,Delivered,9,0.0
PNL00004083,2025-03-17,D005,Electric Van,Standard,5.74,25.0,Delivered,2,0.0
PNL00004084,2025-02-07,D004,Large Truck,International,26.17,7.3,Delivered,9,6.205
PNL00004085,2025-02-05,D001,Diesel Van,Standard,18.9,36.8,Delivered,7,5.52
PNL00004086,2025-02-10,D003,Diesel Van,International,21.94,8.4,Delivered,9,1.26
PNL00004087,2025-03-10,D007,Electric Van,International,11.17,18.5,Delivered,4,0.0
PNL00004088,2025-01-13,D001,Electric Van,Standard,6.48,5.0,Failed-Address,7,0.0
PNL00004089,2025-03-28,D003,Electric Van,Next Day,1.24,24.6,Delivered,1,0.0
PNL00004090,2025-02-27,D002,Electric Van,International,14.71,27.7,Delivered,8,0.0
PNL00004091,2025-02-19,D002,Diesel Van,Next Day,17.27,33.6,Delivered,7,5.04
PNL00004092,2025-01-30,D005,Electric Van,Standard,26.92,16.6,Delivered,7,0.0
PNL00004093,2025-03-03,D006,Diesel Van,Standard,26.47,27.4,Delivered,2,4.109999999999999
PNL00004094,2025-01-25,D002,Diesel Van,Next Day,12.8,33.6,Delivered,10,5.04
PNL00004095,2025-01-27,D005,Electric Van,Standard,12.76,34.8,Delivered,9,0.0
PNL00004096,2025-02-20,D007,Electric Van,International,4.92,15.0,Delivered,8,0.0
PNL00004097,2025-03-19,D001,Electric Van,Next Day,7.8,4.9,Delivered,1,0.0
PNL00004098,2025-02-26,D002,Electric Van,Standard,27.78,3.6,Delivered,1,0.0
PNL00004099,2025-02-16,D001,Cargo Bike,Standard,4.32,35.0,Delivered,5,0.0
PNL00004100,2025-02-08,D001,Diesel Van,Next Day,29.06,18.6,Delivered,2,2.79
PNL00004101,2025-01-16,D006,Cargo Bike,International,15.19,7.8,Delivered,1,0.0
PNL00004102,2025-01-22,D002,Diesel Van,Next Day,13.75,9.9,Delayed,10,1.485
PNL00004103,2025-03-26,D001,Diesel Van,Standard,5.32,34.9,Delivered,8,5.234999999999999
PNL00004104,2025-02-23,D006,Diesel Van,Standard,19.88,27.8,Delivered,4,4.17
PNL00004105,2025-01-21,D006,Cargo Bike,Next Day,13.85,23.6,Delivered,2,0.0
PNL00004106,2025-03-13,D002,Electric Van,International,11.18,28.8,Delivered,5,0.0
PNL00004107,2025-01-16,D006,Electric Van,International,8.01,7.9,Delivered,6,0.0
PNL00004108,2025-02-28,D002,Diesel Van,International,2.09,15.7,Delivered,8,2.355
PNL00004109,2025-01-31,D002,Diesel Van,Next Day,15.63,18.1,Delivered,7,2.7150000000000003
PNL00004110,2025-02-11,D003,Diesel Van,International,9.46,15.5,Delivered,7,2.3249999999999997
PNL00004111,2025-03-15,D001,Diesel Van,International,21.27,39.2,Delivered,1,5.88
PNL00004112,2025-02-01,D004,Diesel Van,International,21.73,27.0,Delivered,3,4.05
PNL00004113,2025-02-28,D002,Diesel Van,International,10.03,33.4,Delivered,3,5.01
PNL00004114,2025-02-03,D001,Diesel Van,Standard,20.11,12.2,Delivered,7,1.8299999999999998
PNL00004115,2025-01-09,D007,Cargo Bike,Next Day,7.83,13.4,Delivered,2,0.0
PNL00004116,2025-03-22,D006,Cargo Bike,Next Day,21.84,11.7,Delivered,10,0.0
PNL00004117,2025-01-11,D005,Diesel Van,International,0.58,31.6,Delivered,7,4.74
PNL00004118,2025-01-10,D002,Diesel Van,Next Day,4.63,17.0,Delivered,9,2.55
PNL00004119,2025-03-27,D006,Cargo Bike,Next Day,7.43,19.4,Delivered,1,0.0
PNL00004120,2025-01-17,D006,Diesel Van,Standard,23.21,32.5,Delivered,2,4.875
PNL00004121,2025-03-09,D006,Diesel Van,Next Day,2.08,43.8,Delivered,6,6.569999999999999
PNL00004122,2025-02-17,D006,Cargo Bike,Standard,5.72,9.0,Delivered,2,0.0
PNL00004123,2025-02-21,D006,Diesel Van,Next Day,10.82,4.7,Delivered,2,0.705
PNL00004124,2025-01-25,D002,Electric Van,Standard,0.37,10.4,Delivered,5,0.0
PNL00004125,2025-01-21,D007,Cargo Bike,Standard,22.89,33.6,Delivered,7,0.0
PNL00004126,2025-03-06,D004,Electric Van,Next Day,16.85,10.4,Delivered,4,0.0
PNL00004127,2025-03-04,D003,Cargo Bike,Standard,27.03,27.1,Delivered,6,0.0
PNL00004128,2025-03-30,D006,Cargo Bike,Standard,1.03,27.4,Delivered,3,0.0
PNL00004129,2025-02-20,D006,Large Truck,Next Day,8.21,14.7,Delayed,4,12.495
PNL00004130,2025-02-05,D003,Electric Van,Standard,21.96,5.0,Delivered,4,0.0
PNL00004131,2025-03-22,D007,Diesel Van,Standard,20.29,19.2,Delivered,4,2.88
PNL00004132,2025-03-29,D007,Diesel Van,Standard,7.37,10.0,Delivered,1,1.5
PNL00004133,2025-03-07,D002,Diesel Van,Standard,17.91,9.9,Delivered,4,1.485
PNL00004134,2025-01-15,D001,Electric Van,Standard,23.83,24.5,Delivered,4,0.0
PNL00004135,2025-02-08,D005,Diesel Van,International,1.1,30.9,Delivered,6,4.635
PNL00004136,2025-03-11,D005,Diesel Van,Standard,21.56,5.2,Delivered,9,0.78
PNL00004137,2025-01-01,D001,Electric Van,Standard,7.64,26.9,Delivered,10,0.0
PNL00004138,2025-01-23,D002,Diesel Van,Standard,28.44,12.6,Delivered,6,1.89
PNL00004139,2025-02-08,D005,Cargo Bike,Standard,16.19,31.0,Failed-Address,6,0.0
PNL00004140,2025-02-26,D007,Cargo Bike,Next Day,1.1,36.8,Delivered,7,0.0
PNL00004141,2025-03-22,D003,Large Truck,International,12.16,36.7,Delivered,7,31.195
PNL00004142,2025-02-03,D001,Diesel Van,Next Day,28.99,17.9,Delivered,1,2.6849999999999996
PNL00004143,2025-02-10,D007,Large Truck,International,21.94,26.4,Delivered,8,22.439999999999998
PNL00004144,2025-03-14,D004,Cargo Bike,Standard,9.08,36.1,Failed-Address,1,0.0
PNL00004145,2025-01-13,D002,Electric Van,Standard,17.3,4.6,Delivered,9,0.0
PNL00004146,2025-03-11,D001,Electric Van,International,18.01,28.0,Delivered,4,0.0
PNL00004147,2025-01-06,D005,Diesel Van,International,0.8,38.0,Delivered,9,5.7
PNL00004148,2025-03-25,D002,Diesel Van,Next Day,5.45,18.0,Delivered,8,2.6999999999999997
PNL00004149,2025-02-21,D003,Diesel Van,International,16.6,21.6,Delivered,9,3.24
PNL00004150,2025-01-03,D002,Diesel Van,Standard,12.14,32.0,Delivered,6,4.8
PNL00004151,2025-03-22,D002,Cargo Bike,Next Day,5.78,4.9,Delivered,9,0.0
PNL00004152,2025-03-04,D003,Diesel Van,International,23.2,18.6,Delivered,4,2.79
PNL00004153,2025-02-18,D006,Electric Van,International,14.72,14.7,Delivered,3,0.0
PNL00004154,2025-03-17,D003,Cargo Bike,Next Day,9.37,2.7,Delivered,3,0.0
PNL00004155,2025-02-16,D007,Diesel Van,International,4.93,10.4,Delivered,8,1.56
PNL00004156,2025-02-24,D002,Large Truck,Standard,18.37,19.0,Delivered,2,16.15
PNL00004157,2025-03-05,D003,Electric Van,Next Day,20.02,10.5,Delivered,6,0.0
PNL00004158,2025-03-06,D006,Large Truck,International,20.12,27.9,Delivered,9,23.715
PNL00004159,2025-03-22,D007,Electric Van,Standard,6.69,21.3,Delivered,9,0.0
PNL00004160,2025-03-08,D001,Electric Van,International,17.9,3.7,Delivered,8,0.0
PNL00004161,2025-03-31,D003,Electric Van,Next Day,27.17,13.8,Delivered,8,0.0
PNL00004162,2025-01-15,D003,Cargo Bike,International,10.66,2.8,Delivered,1,0.0
PNL00004163,2025-02-01,D002,Cargo Bike,International,6.4,17.4,Delivered,7,0.0
PNL00004164,2025-03-09,D007,Diesel Van,International,23.19,13.1,Delivered,1,1.9649999999999999
PNL00004165,2025-01-18,D001,Large Truck,Standard,5.39,31.6,Delivered,9,26.86
PNL00004166,2025-03-24,D004,Diesel Van,Standard,7.69,15.2,Delivered,3,2.28
PNL00004167,2025-02-12,D004,Diesel Van,International,3.11,18.1,Delivered,1,2.7150000000000003
PNL00004168,2025-02-04,D005,Cargo Bike,International,8.11,33.2,Delivered,8,0.0
PNL00004169,2025-03-19,D003,Electric Van,Next Day,12.37,22.7,Delivered,7,0.0
PNL00004170,2025-02-27,D003,Diesel Van,International,2.02,25.9,Delivered,2,3.885
PNL00004171,2025-02-02,D001,Large Truck,Next Day,26.16,38.2,Delivered,7,32.47
PNL00004172,2025-01-14,D006,Large Truck,Standard,15.46,10.9,Delivered,5,9.265
PNL00004173,2025-02-03,D004,Large Truck,International,17.68,44.5,Delivered,7,37.824999999999996
PNL00004174,2025-03-02,D005,Large Truck,Next Day,11.2,40.7,Delivered,10,34.595
PNL00004175,2025-01-04,D001,Electric Van,Standard,20.13,14.3,Delivered,7,0.0
PNL00004176,2025-03-29,D003,Cargo Bike,Next Day,13.01,40.4,Delivered,2,0.0
PNL00004177,2025-02-28,D004,Diesel Van,Standard,22.86,34.4,Delivered,2,5.159999999999999
PNL00004178,2025-01-29,D007,Large Truck,International,24.66,42.0,Delivered,7,35.699999999999996
PNL00004179,2025-03-24,D005,Diesel Van,Next Day,20.19,31.7,Delivered,3,4.755
PNL00004180,2025-01-06,D002,Diesel Van,International,14.79,31.0,Delayed,4,4.6499999999999995
PNL00004181,2025-02-18,D004,Diesel Van,Next Day,23.49,2.1,Failed-Address,7,0.315
PNL00004182,2025-02-09,D005,Diesel Van,Standard,14.88,22.4,Delivered,2,3.36
PNL00004183,2025-03-24,D001,Electric Van,Next Day,3.43,10.6,Delivered,2,0.0
PNL00004184,2025-03-06,D002,Cargo Bike,Next Day,3.58,15.9,Delivered,9,0.0
PNL00004185,2025-03-10,D005,Cargo Bike,International,28.46,44.1,Delivered,1,0.0
PNL00004186,2025-01-27,D005,Electric Van,International,6.49,5.7,Delivered,3,0.0
PNL00004187,2025-03-21,D003,Cargo Bike,International,24.5,33.1,Delivered,10,0.0
PNL00004188,2025-01-06,D006,Diesel Van,Standard,7.48,9.4,Delayed,4,1.41
PNL00004189,2025-01-13,D004,Diesel Van,International,12.98,2.3,Delivered,5,0.345
PNL00004190,2025-03-05,D003,Electric Van,Next Day,19.68,23.6,Delivered,3,0.0
PNL00004191,2025-03-03,D007,Cargo Bike,Standard,4.85,8.9,Delivered,9,0.0
PNL00004192,2025-01-19,D002,Cargo Bike,International,22.14,43.5,Delivered,5,0.0
PNL00004193,2025-03-17,D006,Diesel Van,Next Day,20.73,10.8,Delivered,7,1.62
PNL00004194,2025-03-21,D005,Diesel Van,Next Day,16.34,10.3,Delivered,7,1.5450000000000002
PNL00004195,2025-02-12,D003,Electric Van,Standard,17.02,3.4,Delivered,9,0.0
PNL00004196,2025-03-15,D006,Diesel Van,Next Day,3.26,16.2,Delivered,2,2.4299999999999997
PNL00004197,2025-03-30,D007,Electric Van,International,13.13,3.0,Delivered,3,0.0
PNL00004198,2025-01-20,D004,Electric Van,Next Day,2.69,23.5,Delivered,4,0.0
PNL00004199,2025-03-09,D007,Diesel Van,International,9.31,23.7,Delivered,8,3.5549999999999997
PNL00004200,2025-02-13,D002,Large Truck,International,27.02,4.3,Delivered,1,3.655
PNL00004201,2025-01-23,D001,Diesel Van,Standard,17.28,12.3,Delivered,9,1.845
PNL00004202,2025-01-02,D003,Electric Van,Next Day,22.31,37.8,Delivered,5,0.0
PNL00004203,2025-01-22,D002,Diesel Van,Standard,17.26,21.9,Delivered,4,3.2849999999999997
PNL00004204,2025-02-26,D001,Cargo Bike,Standard,5.91,20.7,Delivered,8,0.0
PNL00004205,2025-03-13,D003,Cargo Bike,Standard,17.88,32.0,Delivered,9,0.0
PNL00004206,2025-01-07,D002,Cargo Bike,International,22.69,32.7,Delivered,3,0.0
PNL00004207,2025-03-19,D007,Diesel Van,International,4.24,34.8,Delayed,4,5.22
PNL00004208,2025-02-25,D002,Cargo Bike,International,24.53,37.7,Delivered,1,0.0
PNL00004209,2025-03-08,D006,Electric Van,International,16.71,12.0,Delivered,3,0.0
PNL00004210,2025-01-16,D007,Diesel Van,Next Day,0.23,4.9,Delivered,10,0.735
PNL00004211,2025-03-24,D003,Diesel Van,Next Day,15.64,18.4,Delivered,5,2.76
PNL00004212,2025-02-20,D002,Diesel Van,International,11.93,38.8,Delivered,8,5.819999999999999
PNL00004213,2025-03-23,D005,Large Truck,International,8.96,5.4,Delivered,1,4.59
PNL00004214,2025-03-21,D003,Cargo Bike,Next Day,23.16,26.8,Delivered,1,0.0
PNL00004215,2025-03-13,D002,Electric Van,Standard,27.0,32.1,Delivered,3,0.0
PNL00004216,2025-01-12,D006,Electric Van,Standard,22.9,22.7,Delivered,9,0.0
PNL00004217,2025-02-22,D001,Diesel Van,International,25.42,13.0,Delayed,9,1.95
PNL00004218,2025-03-16,D001,Electric Van,Standard,27.27,16.0,Delivered,1,0.0
PNL00004219,2025-01-05,D005,Diesel Van,International,27.39,5.1,Delivered,4,0.7649999999999999
PNL00004220,2025-01-27,D003,Large Truck,International,3.53,14.6,Delivered,8,12.41
PNL00004221,2025-01-12,D006,Large Truck,International,13.75,3.9,Delivered,2,3.315
PNL00004222,2025-01-17,D002,Diesel Van,Next Day,0.11,33.2,Delivered,4,4.98
PNL00004223,2025-01-06,D002,Cargo Bike,Standard,15.24,40.6,Delivered,7,0.0
PNL00004224,2025-01-05,D001,Diesel Van,Next Day,27.73,29.2,Delivered,7,4.38
PNL00004225,2025-02-26,D006,Electric Van,Standard,6.05,30.2,Delivered,5,0.0
PNL00004226,2025-01-28,D007,Diesel Van,Next Day,19.23,22.3,Delivered,7,3.345
PNL00004227,2025-03-19,D005,Diesel Van,Next Day,19.37,8.7,Delivered,6,1.305
PNL00004228,2025-03-10,D001,Cargo Bike,International,4.89,2.3,Delivered,2,0.0
PNL00004229,2025-02-28,D001,Electric Van,International,7.23,16.8,Delivered,9,0.0
PNL00004230,2025-02-02,D005,Diesel Van,Next Day,13.91,34.3,Delivered,5,5.145
PNL00004231,2025-03-03,D003,Diesel Van,Standard,5.73,43.3,Delivered,2,6.494999999999999
PNL00004232,2025-02-19,D002,Large Truck,Standard,17.59,20.5,Delivered,6,17.425
PNL00004233,2025-01-19,D003,Diesel Van,International,14.59,17.7,Delivered,10,2.655
PNL00004234,2025-03-27,D006,Cargo Bike,International,15.62,21.2,Delivered,5,0.0
PNL00004235,2025-03-10,D007,Cargo Bike,Standard,4.12,20.4,Delivered,2,0.0
PNL00004236,2025-03-07,D004,Electric Van,Standard,15.57,28.9,Delivered,10,0.0
PNL00004237,2025-02-16,D004,Diesel Van,Standard,1.58,33.6,Delivered,10,5.04
PNL00004238,2025-02-08,D004,Cargo Bike,International,26.46,35.8,Delivered,7,0.0
PNL00004239,2025-03-09,D005,Diesel Van,Standard,10.36,29.9,Delivered,10,4.484999999999999
PNL00004240,2025-02-02,D001,Large Truck,International,25.7,20.8,Delivered,2,17.68
PNL00004241,2025-01-13,D007,Electric Van,Next Day,21.08,42.9,Delivered,7,0.0
PNL00004242,2025-03-25,D003,Electric Van,Next Day,23.01,32.6,Delivered,6,0.0
PNL00004243,2025-02-23,D002,Cargo Bike,Next Day,9.5,20.3,Delivered,4,0.0
PNL00004244,2025-01-07,D004,Cargo Bike,Standard,6.91,21.2,Delivered,4,0.0
PNL00004245,2025-03-20,D003,Large Truck,International,12.26,37.2,Delayed,6,31.62
PNL00004246,2025-03-28,D004,Diesel Van,Standard,0.82,20.9,Delivered,9,3.135
PNL00004247,2025-01-14,D007,Large Truck,International,27.57,24.2,Delivered,10,20.57
PNL00004248,2025-03-28,D004,Cargo Bike,Standard,11.67,14.5,Delivered,6,0.0
PNL00004249,2025-01-19,D002,Cargo Bike,Next Day,29.66,38.1,Delivered,6,0.0
PNL00004250,2025-02-23,D006,Diesel Van,International,22.87,24.5,Delivered,1,3.675
PNL00004251,2025-01-20,D006,Diesel Van,Standard,2.51,25.8,Delivered,5,3.87
PNL00004252,2025-01-29,D007,Large Truck,International,19.84,39.9,Delivered,1,33.915
PNL00004253,2025-01-24,D006,Diesel Van,International,8.2,41.6,Delivered,9,6.24
PNL00004254,2025-03-23,D005,Diesel Van,Standard,7.39,37.4,Delivered,10,5.609999999999999
PNL00004255,2025-03-04,D001,Diesel Van,Standard,7.77,4.8,Delivered,4,0.72
PNL00004256,2025-03-15,D005,Diesel Van,International,27.49,21.1,Delivered,2,3.165
PNL00004257,2025-02-26,D003,Diesel Van,International,15.05,16.8,Delivered,9,2.52
PNL00004258,2025-01-08,D005,Electric Van,Next Day,20.12,11.2,Delivered,6,0.0
PNL00004259,2025-03-31,D003,Cargo Bike,International,8.5,41.1,Delivered,10,0.0
PNL00004260,2025-03-03,D003,Diesel Van,Next Day,15.74,40.3,Delivered,3,6.044999999999999
PNL00004261,2025-01-29,D001,Diesel Van,Next Day,10.57,22.0,Delivered,2,3.3
PNL00004262,2025-03-15,D002,Electric Van,Next Day,9.7,7.8,Delivered,6,0.0
PNL00004263,2025-01-17,D007,Electric Van,International,7.48,2.6,Delivered,10,0.0
PNL00004264,2025-03-07,D001,Electric Van,Next Day,12.33,20.9,Delivered,6,0.0
PNL00004265,2025-01-06,D007,Cargo Bike,International,19.83,3.7,Delivered,9,0.0
PNL00004266,2025-02-27,D006,Electric Van,International,6.74,28.2,Delivered,5,0.0
PNL00004267,2025-03-10,D006,Large Truck,Standard,28.97,28.2,Delivered,9,23.97
PNL00004268,2025-01-28,D005,Electric Van,International,3.83,40.7,Delivered,5,0.0
PNL00004269,2025-03-03,D003,Electric Van,International,14.46,10.2,Delivered,2,0.0
PNL00004270,2025-02-10,D004,Electric Van,Next Day,2.64,18.0,Delivered,1,0.0
PNL00004271,2025-03-10,D004,Electric Van,International,0.78,39.0,Delivered,9,0.0
PNL00004272,2025-03-23,D007,Cargo Bike,International,27.69,22.4,Delivered,10,0.0
PNL00004273,2025-03-31,D003,Cargo Bike,Standard,24.33,4.6,Delivered,7,0.0
PNL00004274,2025-03-25,D007,Diesel Van,Standard,20.86,6.8,Delivered,3,1.02
PNL00004275,2025-02-10,D001,Electric Van,Next Day,25.97,37.0,Delivered,6,0.0
PNL00004276,2025-02-18,D002,Electric Van,Next Day,24.11,34.0,Delivered,10,0.0
PNL00004277,2025-02-18,D001,Diesel Van,Standard,19.45,39.7,Delivered,4,5.955
PNL00004278,2025-03-17,D003,Large Truck,Standard,25.44,7.1,Failed-Address,9,6.034999999999999
PNL00004279,2025-03-12,D003,Electric Van,International,11.78,34.7,Delivered,2,0.0
PNL00004280,2025-01-03,D002,Cargo Bike,Next Day,16.63,30.2,Delayed,4,0.0
PNL00004281,2025-01-10,D007,Diesel Van,Next Day,23.31,12.0,Delivered,1,1.7999999999999998
PNL00004282,2025-03-30,D005,Electric Van,International,2.64,43.9,Delivered,7,0.0
PNL00004283,2025-02-04,D005,Diesel Van,International,25.77,26.5,Failed-Address,4,3.9749999999999996
PNL00004284,2025-03-21,D002,Electric Van,Next Day,4.79,41.0,Delivered,5,0.0
PNL00004285,2025-01-02,D005,Cargo Bike,Standard,25.95,38.9,Delivered,1,0.0
PNL00004286,2025-01-24,D004,Electric Van,Standard,9.41,16.3,Delivered,2,0.0
PNL00004287,2025-03-15,D005,Cargo Bike,International,9.87,25.0,Delivered,4,0.0
PNL00004288,2025-02-07,D005,Electric Van,Next Day,2.31,20.5,Delivered,2,0.0
PNL00004289,2025-01-22,D005,Large Truck,International,26.59,32.5,Delivered,1,27.625
PNL00004290,2025-01-26,D004,Electric Van,Standard,5.32,27.3,Delivered,10,0.0
PNL00004291,2025-02-12,D007,Cargo Bike,Standard,18.94,35.7,Delivered,1,0.0
PNL00004292,2025-02-24,D005,Cargo Bike,International,19.35,2.5,Delivered,6,0.0
PNL00004293,2025-02-08,D006,Large Truck,Standard,8.51,31.6,Delivered,2,26.86
PNL00004294,2025-01-29,D004,Diesel Van,Next Day,29.57,15.7,Delivered,3,2.355
PNL00004295,2025-01-20,D002,Cargo Bike,International,2.02,11.6,Delayed,5,0.0
PNL00004296,2025-02-10,D001,Diesel Van,International,18.28,36.5,Delivered,3,5.475
PNL00004297,2025-02-23,D002,Electric Van,International,14.44,5.8,Delivered,6,0.0
PNL00004298,2025-01-20,D001,Diesel Van,Standard,7.44,11.8,Delivered,7,1.77
PNL00004299,2025-01-19,D002,Electric Van,Next Day,4.99,10.8,Delivered,10,0.0
PNL00004300,2025-03-25,D006,Large Truck,International,22.14,20.1,Delivered,6,17.085
PNL00004301,2025-03-07,D001,Electric Van,International,27.5,15.9,Delivered,2,0.0
PNL00004302,2025-01-30,D001,Diesel Van,Standard,3.32,33.0,Returned,9,4.95
PNL00004303,2025-02-22,D003,Diesel Van,Next Day,5.9,32.1,Delivered,2,4.815
PNL00004304,2025-02-03,D001,Diesel Van,International,29.59,16.0,Delivered,6,2.4
PNL00004305,2025-01-22,D001,Diesel Van,Standard,0.55,20.8,Delivered,9,3.12
PNL00004306,2025-03-08,D003,Electric Van,International,15.3,10.9,Delivered,9,0.0
PNL00004307,2025-01-06,D005,Diesel Van,Standard,15.53,30.8,Delivered,2,4.62
PNL00004308,2025-03-20,D005,Electric Van,Next Day,7.97,19.0,Delivered,9,0.0
PNL00004309,2025-01-27,D003,Large Truck,Standard,19.92,7.7,Delivered,8,6.545
PNL00004310,2025-01-10,D004,Cargo Bike,International,28.35,7.5,Delayed,7,0.0
PNL00004311,2025-03-14,D001,Large Truck,International,13.56,15.9,Delivered,8,13.515
PNL00004312,2025-02-17,D001,Electric Van,Standard,22.51,34.1,Delivered,10,0.0
PNL00004313,2025-03-11,D003,Electric Van,Next Day,19.42,3.1,Delivered,8,0.0
PNL00004314,2025-02-28,D003,Electric Van,Next Day,14.24,13.1,Delivered,1,0.0
PNL00004315,2025-02-28,D004,Electric Van,International,1.59,9.0,Delivered,9,0.0
PNL00004316,2025-01-02,D006,Electric Van,International,22.28,43.1,Delivered,6,0.0
PNL00004317,2025-01-29,D005,Diesel Van,Standard,10.96,32.3,Delivered,1,4.845
PNL00004318,2025-03-09,D002,Electric Van,Standard,6.81,12.0,Delivered,1,0.0
PNL00004319,2025-03-06,D006,Diesel Van,Standard,28.45,10.9,Delivered,7,1.635
PNL00004320,2025-03-24,D007,Cargo Bike,Next Day,23.23,38.9,Failed-Address,10,0.0
PNL00004321,2025-01-26,D005,Diesel Van,Next Day,28.87,10.2,Delivered,2,1.5299999999999998
PNL00004322,2025-03-30,D001,Diesel Van,International,7.76,44.9,Delivered,6,6.734999999999999
PNL00004323,2025-01-10,D007,Diesel Van,International,25.09,14.1,Delivered,5,2.1149999999999998
PNL00004324,2025-02-22,D006,Diesel Van,International,18.27,5.6,Delivered,5,0.84
PNL00004325,2025-03-20,D003,Electric Van,Standard,29.45,31.7,Delivered,10,0.0
PNL00004326,2025-02-28,D004,Diesel Van,Next Day,28.39,28.2,Delivered,6,4.2299999999999995
PNL00004327,2025-01-22,D005,Diesel Van,International,29.19,45.0,Delivered,8,6.75
PNL00004328,2025-02-20,D004,Cargo Bike,International,28.56,36.5,Delivered,5,0.0
PNL00004329,2025-02-17,D007,Cargo Bike,International,0.33,20.4,Delivered,8,0.0
PNL00004330,2025-01-21,D005,Diesel Van,International,22.26,31.1,Delivered,5,4.665
PNL00004331,2025-01-22,D006,Diesel Van,International,8.23,37.2,Delivered,10,5.58
PNL00004332,2025-01-30,D001,Electric Van,International,21.18,24.1,Delivered,6,0.0
PNL00004333,2025-01-25,D002,Cargo Bike,Next Day,29.42,13.7,Delivered,8,0.0
